ID,DrivingChildren,DOB,Age,HomeChildren,YearsOnJob,Income,SingleParent,HomeValue,MaritalStatus,Gender,Education,Occupation,TravelTime,CarUse,VehicleValue,TimeInForce,CarType,RedCar,TotalClaims5Years,ClaimsFrequency5Years,LicenseRevoked,VehiclePoints,ClaimsAmount,CarAge,ClaimsFlagCrash,CityPopulation
349289375,0,7/25/1950,49,0,8,37356,No,133175,Yes,M,High School,Blue Collar,63,Commercial,6400,1,Pickup,Yes,7993,1,No,7,3943,6,Yes,Urban
3828216,0,6/21/1951,48,0,10,0,No,0,Yes,F,High School,Student,25,Commercial,6300,1,SUV,No,0,0,No,0,0,10,No,Rural
220536762,0,9/7/1957,42,0,13,28341,No,124838,Yes,M,High School,Clerical,45,Commercial,8530,4,Pickup,Yes,3710,3,No,7,2316,1,Yes,Urban
117032293,0,7/23/1962,37,3,17,6217,No,0,Yes,F,High School,Student,27,Commercial,22260,10,Pickup,No,0,0,Yes,0,5363,4,Yes,Urban
390106458,0,4/27/1943,56,0,13,27968,No,156795,Yes,F,High School,Clerical,20,Private,8260,4,SUV,No,0,0,No,0,0,10,No,Rural
113006999,0,4/6/1951,48,0,6,52275,No,169104,Yes,M,Bachelors,Professional,57,Private,14060,1,Minivan,No,3868,1,No,3,5051,6,Yes,Urban
196357678,0,2/6/1978,21,0,5,40022,No,0,No,F,Bachelors,Manager,67,Private,9360,6,Sports Car,Yes,0,0,No,0,6245,1,Yes,Urban
466727453,0,11/28/1965,33,3,12,46453,No,166667,Yes,M,High School,Blue Collar,47,Private,6150,10,Minivan,No,0,0,No,1,0,5,No,Urban
56143832,1,6/13/1961,38,1,13,122492,Yes,0,No,F,Bachelors,Professional,22,Private,33250,18,Pickup,No,0,0,No,4,0,1,No,Urban
715325953,0,5/3/1966,33,3,7,22899,Yes,126382,No,M,High School,Clerical,19,Private,7090,6,Pickup,Yes,0,0,No,0,0,5,No,Rural
357996074,0,8/19/1948,51,0,11,124550,No,330451,Yes,M,Masters,Lawyer,37,Private,38290,7,Minivan,No,0,0,No,1,0,10,No,Urban
670054779,0,3/12/1954,45,0,12,100822,No,290668,Yes,M,Bachelors,Professional,5,Private,8310,12,Minivan,No,0,0,No,0,0,7,No,Urban
303541974,0,6/11/1959,40,0,5,57063,No,0,No,F,Masters,Professional,46,Private,16250,10,Sports Car,No,0,0,No,0,2872,19,Yes,Urban
924126656,0,8/16/1941,58,0,14,39707,No,192089,Yes,M,High School,Blue Collar,29,Commercial,16870,1,Van,Yes,3546,1,No,6,6101,6,Yes,Urban
721052628,0,9/1/1960,39,0,12,87562,No,0,No,M,Bachelors,Manager,26,Commercial,10260,10,Pickup,Yes,0,0,No,0,0,14,No,Urban
144633248,0,5/6/1949,50,0,10,24358,No,128210,Yes,M,High School,Blue Collar,11,Private,17790,3,Van,No,0,0,Yes,0,0,7,No,Urban
294081063,0,5/5/1980,19,2,0,0,No,106041,Yes,F,High School,Student,25,Private,9100,5,SUV,No,5289,2,No,1,0,1,No,Rural
398253782,0,10/31/1950,49,0,7,40452,No,184692,Yes,M,Bachelors,Blue Collar,25,Commercial,21600,9,Minivan,Yes,0,0,No,1,0,7,No,Rural
205873423,0,3/24/1966,33,3,12,14369,No,142305,Yes,F,High School,Clerical,37,Private,6240,4,SUV,No,0,0,No,0,0,6,No,Rural
974973280,0,12/12/1950,48,0,9,43095,No,0,Yes,M,High School,Blue Collar,39,Commercial,10850,6,Pickup,Yes,7219,3,No,3,0,1,No,Urban
299535182,0,1/25/1954,45,2,15,70982,No,220008,Yes,M,High School,Clerical,5,Private,13660,6,SUV,No,0,0,No,2,0,6,No,Urban
522831508,0,10/16/1960,39,0,10,76150,No,219917,Yes,M,Bachelors,Blue Collar,39,Commercial,14010,6,Minivan,No,0,0,No,5,0,8,No,Rural
386495489,0,10/15/1967,32,0,12,52469,No,0,No,M,High School,Blue Collar,21,Commercial,4700,4,Pickup,No,0,0,Yes,1,1347,9,Yes,Rural
298667574,2,6/26/1954,45,2,13,103087,No,237957,Yes,M,Masters,Manager,28,Private,18230,6,Minivan,Yes,0,0,No,1,0,9,No,Urban
826987002,0,1/17/1946,53,0,14,59797,No,178230,Yes,F,PhD,Doctor,35,Private,18070,4,Minivan,No,0,0,No,0,0,16,No,Urban
234471965,0,12/31/1935,63,2,10,52064,No,0,Yes,F,High School,Blue Collar,16,Commercial,11770,1,Sports Car,No,834,2,No,8,6228,1,Yes,Urban
925155504,0,9/8/1948,51,0,0,0,No,0,Yes,F,High School,Student,10,Private,16180,7,SUV,No,0,0,No,0,0,6,No,Urban
789161168,0,1/11/1963,36,0,11,48710,No,0,No,F,High School,Clerical,59,Private,9970,10,SUV,No,18331,1,No,4,0,5,No,Rural
694149775,1,7/17/1927,72,2,18,27625,No,162415,Yes,F,High School,Clerical,32,Private,18960,6,Sports Car,No,8571,1,No,8,4997,1,Yes,Urban
583492206,0,9/15/1948,51,0,12,27940,No,0,No,M,High School,Blue Collar,20,Private,21010,10,Van,Yes,4652,3,Yes,2,0,6,No,Urban
992495068,1,8/5/1960,39,1,13,54298,No,217992,Yes,F,Bachelors,Clerical,21,Private,14480,4,Minivan,No,0,0,No,0,0,9,No,Urban
185382071,0,9/18/1946,53,0,7,77012,No,316239,Yes,M,PhD,Doctor,22,Private,21440,1,Van,No,8744,2,No,0,0,13,No,Urban
856909134,2,8/16/1963,36,3,13,28326,No,145411,Yes,F,High School,Clerical,37,Commercial,26280,7,Pickup,No,39535,3,Yes,2,8662,8,Yes,Urban
974600099,0,8/10/1963,36,0,11,17085,No,0,Yes,F,High School,Student,58,Private,15840,7,Sports Car,No,4070,2,No,2,0,1,No,Rural
302436609,0,11/3/1967,32,2,13,17545,Yes,0,No,M,High School,Clerical,46,Commercial,8240,10,Pickup,No,0,0,No,0,0,1,No,Urban
176300530,0,9/30/1945,54,0,12,69625,No,271183,Yes,F,Bachelors,Manager,51,Private,22340,1,SUV,No,3155,1,No,2,0,12,No,Urban
431960650,0,8/31/1942,57,0,46,159517,No,456583,No,M,PhD,Lawyer,43,Private,23150,4,Minivan,No,0,0,No,2,0,17,No,Urban
530675931,0,11/17/1952,47,0,8,28172,No,175173,Yes,F,High School,Home Maker,27,Private,13970,7,SUV,No,0,0,No,0,0,1,No,Urban
753621305,1,9/30/1963,36,1,13,60097,No,173562,Yes,F,High School,Blue Collar,40,Commercial,28040,11,Pickup,No,0,0,No,1,0,1,No,Urban
247833708,0,12/24/1955,43,3,11,19219,Yes,0,No,F,High School,Blue Collar,53,Commercial,10470,11,SUV,No,0,0,No,4,0,1,No,Urban
538813591,0,3/29/1953,46,0,11,107677,No,0,No,F,PhD,Doctor,42,Private,17820,1,Sports Car,No,0,0,Yes,0,0,16,No,Urban
727784328,0,2/6/1958,41,0,6,43889,No,0,No,F,Bachelors,Clerical,29,Private,18010,4,SUV,No,0,0,No,1,0,7,No,Rural
853742774,0,9/2/1944,55,0,18,49627,No,255967,Yes,M,High School,Blue Collar,49,Commercial,11550,1,Minivan,No,0,0,No,0,0,1,No,Rural
885737455,0,10/31/1936,63,0,15,26921,No,140455,Yes,F,Bachelors,Manager,19,Private,14360,1,SUV,No,30288,1,Yes,2,5952,11,Yes,Urban
86637420,0,3/1/1954,45,3,12,13891,No,64530,Yes,F,High School,Clerical,47,Private,7390,1,SUV,No,1546,2,No,4,5252,8,Yes,Urban
29782827,0,10/15/1964,35,0,13,64488,No,0,Yes,M,High School,Blue Collar,37,Commercial,21820,1,Van,Yes,1144,3,No,5,5440,7,Yes,Urban
564124540,0,9/6/1939,60,0,15,163014,No,421250,Yes,F,Bachelors,Professional,35,Private,23800,1,Pickup,No,0,0,No,0,0,8,No,Urban
873530429,0,9/18/1956,43,3,0,0,No,0,Yes,F,High School,Student,30,Commercial,19790,1,Minivan,No,8251,3,No,1,0,1,No,Urban
313782874,0,8/20/1960,39,3,16,42535,No,189139,Yes,M,High School,Clerical,22,Commercial,19330,4,Van,Yes,0,0,No,1,0,8,No,Rural
95483524,0,1/31/1966,33,2,9,31675,No,159621,Yes,F,High School,Blue Collar,25,Commercial,9130,7,Sports Car,No,32882,1,Yes,6,7719,1,Yes,Urban
508400544,3,3/5/1962,37,3,9,6857,Yes,86075,No,F,High School,Home Maker,35,Private,12540,1,SUV,No,3452,1,No,1,0,7,No,Rural
279830030,1,12/24/1959,39,2,7,66367,No,0,Yes,F,High School,Blue Collar,35,Commercial,5560,1,Sports Car,No,2949,2,No,3,8289,1,Yes,Urban
588524933,1,11/9/1956,43,2,14,81674,No,233744,Yes,M,Bachelors,Manager,39,Commercial,34680,1,Panel Truck,No,0,0,No,1,0,10,No,Urban
68419810,0,11/21/1950,48,0,12,93658,No,274828,Yes,M,Bachelors,Professional,33,Commercial,18050,1,Van,Yes,0,0,No,0,0,10,No,Urban
137443614,0,9/5/1954,45,1,0,0,No,99798,Yes,M,High School,Student,24,Private,14750,6,SUV,No,0,0,No,0,0,7,No,Rural
177904348,0,12/18/1942,56,2,17,29524,No,198107,Yes,F,High School,Blue Collar,52,Private,14250,14,SUV,No,0,0,No,1,2353,7,Yes,Urban
695264867,0,7/15/1959,40,0,11,180525,No,473389,Yes,F,PhD,Manager,34,Private,11490,10,SUV,No,0,0,No,2,0,13,No,Urban
779731125,0,9/16/1948,51,0,13,34658,No,159187,Yes,M,Bachelors,Professional,31,Private,15660,1,Minivan,No,0,0,No,0,0,11,No,Rural
390463105,0,7/7/1957,42,0,0,0,No,0,No,F,High School,Home Maker,5,Private,25540,1,Sports Car,No,0,0,No,0,0,1,No,Urban
597023314,0,2/2/1953,46,0,13,27669,No,163356,Yes,M,High School,Blue Collar,45,Private,8870,1,Minivan,Yes,0,0,No,0,0,1,No,Rural
527413473,0,3/8/1964,35,1,12,77126,No,242001,Yes,M,High School,Manager,5,Commercial,11510,10,Pickup,Yes,3079,3,No,0,0,1,No,Urban
436906531,0,2/10/1956,43,0,10,68350,No,204797,Yes,F,Masters,Lawyer,36,Private,22570,6,SUV,No,0,0,No,0,0,13,No,Rural
462828318,0,9/25/1935,64,0,11,76552,No,229237,Yes,F,Masters,Lawyer,26,Private,7900,7,Sports Car,No,0,0,No,0,0,9,No,Urban
999926368,0,2/17/1953,46,0,11,57456,No,207400,Yes,M,Bachelors,Manager,32,Private,12520,6,Minivan,Yes,0,0,No,0,0,6,No,Urban
995983724,0,9/12/1930,69,0,14,69098,No,249026,Yes,M,Bachelors,Manager,57,Private,15310,4,SUV,Yes,0,0,No,3,0,11,No,Urban
694564429,0,6/22/1964,35,2,0,0,No,0,Yes,F,High School,Student,32,Private,4810,1,SUV,No,0,0,No,0,0,6,No,Urban
302914112,0,2/11/1955,44,0,7,93041,No,278760,Yes,M,Bachelors,Blue Collar,23,Commercial,15200,14,Minivan,Yes,16255,2,No,1,0,5,No,Urban
727384818,0,11/18/1959,39,1,9,69516,No,208435,Yes,F,Bachelors,Clerical,37,Private,11470,1,SUV,No,1392,2,No,4,0,13,No,Rural
716374232,0,6/28/1943,56,0,15,126700,No,316939,Yes,F,Masters,Lawyer,36,Private,23980,16,Pickup,No,0,0,Yes,4,0,11,No,Urban
105813423,1,9/2/1958,41,3,5,30043,Yes,0,No,M,High School,Clerical,22,Private,16860,4,Van,Yes,0,0,No,0,0,1,No,Urban
305504579,1,9/24/1942,57,2,15,34116,Yes,0,No,F,High School,Clerical,25,Private,10610,10,Sports Car,No,34041,3,Yes,1,5457,7,Yes,Urban
242000609,0,9/28/1956,43,0,14,54932,No,225678,Yes,M,High School,Clerical,37,Commercial,11290,4,Pickup,Yes,5076,3,No,5,0,1,No,Urban
305612736,0,10/18/1957,42,0,8,94591,No,309644,No,M,High School,Blue Collar,21,Commercial,17470,6,Van,Yes,16121,3,Yes,3,3428,8,Yes,Urban
118339017,0,12/11/1946,52,0,13,65465,No,210434,No,M,Masters,Manager,42,Private,18760,1,Van,Yes,5372,3,No,6,0,10,No,Urban
662689878,0,8/24/1953,46,0,14,56849,No,0,No,M,High School,Blue Collar,53,Commercial,6270,1,Pickup,Yes,6418,2,No,2,0,1,No,Urban
563040522,0,10/29/1948,51,0,9,46201,No,193649,Yes,M,High School,Blue Collar,33,Commercial,11220,4,Pickup,Yes,0,0,No,0,0,9,No,Rural
293369737,0,1/21/1956,43,1,0,0,Yes,0,No,F,Masters,Home Maker,32,Private,13160,4,Sports Car,No,10412,1,No,6,0,13,No,Urban
678926910,0,10/7/1947,52,0,14,125662,No,344191,No,F,Masters,Lawyer,21,Private,22880,1,Minivan,No,0,0,No,0,0,16,No,Urban
105167366,0,7/13/1956,43,3,15,102262,No,266234,Yes,F,Masters,Lawyer,47,Private,15490,9,SUV,No,0,0,No,1,0,15,No,Urban
422147419,0,12/26/1951,47,0,11,18535,No,136413,Yes,F,Masters,Lawyer,47,Private,11750,1,Minivan,No,0,0,No,4,0,17,No,Urban
653240659,0,11/12/1955,44,3,15,29502,No,141516,Yes,F,High School,Clerical,30,Private,28750,4,Minivan,No,37130,1,No,2,0,2,No,Urban
770197017,0,10/29/1951,48,0,10,93303,No,295050,Yes,M,Masters,Lawyer,30,Private,15630,9,Minivan,Yes,6031,3,No,5,0,1,No,Urban
939439584,0,6/27/1966,33,0,11,249,No,0,No,F,High School,Student,30,Private,10590,11,SUV,No,0,0,No,1,4898,11,Yes,Urban
926619902,2,7/27/1958,41,3,10,24862,Yes,0,No,F,Bachelors,Student,26,Private,7790,1,Sports Car,No,1055,4,No,2,4046,10,Yes,Rural
262104318,0,1/13/1950,49,0,14,108748,No,322394,Yes,F,High School,Blue Collar,32,Private,21520,1,SUV,No,0,0,No,1,0,7,No,Urban
726219892,0,10/15/1957,42,0,10,86596,No,251362,Yes,M,Masters,Professional,32,Private,15280,10,Minivan,No,0,0,No,0,0,16,No,Urban
508339617,0,12/6/1965,33,2,12,92904,Yes,264763,No,F,Bachelors,Blue Collar,30,Commercial,14060,10,SUV,No,0,0,No,0,0,10,No,Urban
345344329,0,2/22/1957,42,1,12,82281,Yes,0,No,F,Bachelors,Blue Collar,36,Commercial,18530,9,SUV,No,14552,1,No,6,0,10,No,Rural
459685968,0,5/27/1948,51,0,13,62463,No,269190,Yes,F,Bachelors,Blue Collar,37,Commercial,19370,6,Minivan,No,1107,3,No,0,0,1,No,Urban
319394056,0,1/10/1942,57,0,15,25761,No,149672,Yes,M,Bachelors,Clerical,57,Private,11940,1,Pickup,No,4792,1,No,8,3782,11,Yes,Urban
411870556,0,6/27/1957,42,0,11,49224,No,155963,Yes,M,High School,Blue Collar,29,Commercial,27460,1,Minivan,Yes,4546,3,No,0,3443,1,Yes,Urban
957050266,0,1/17/1953,46,0,10,41083,No,177527,Yes,F,High School,Blue Collar,21,Commercial,12810,10,SUV,No,2520,2,No,4,0,10,No,Urban
730524072,0,4/20/1947,52,0,12,70293,No,271091,Yes,F,Bachelors,Professional,34,Private,33440,7,Pickup,No,0,0,No,0,0,6,No,Urban
94764565,0,11/3/1961,38,1,9,34319,No,202323,Yes,F,High School,Clerical,48,Private,13460,4,Minivan,No,0,0,No,1,0,1,No,Urban
271284833,0,8/30/1956,43,0,13,22623,No,184773,Yes,M,High School,Professional,15,Private,8060,1,Pickup,Yes,0,0,No,2,46858,1,Yes,Urban
414427246,0,7/27/1959,40,1,13,79715,Yes,0,No,F,Bachelors,Clerical,6,Private,23140,10,Minivan,No,0,0,No,0,0,7,No,Urban
839070640,0,12/10/1944,54,0,16,19961,No,69660,Yes,F,High School,Home Maker,36,Private,3500,5,Sports Car,No,0,0,No,0,0,3,No,Rural
790543950,0,9/9/1948,51,0,12,40760,No,186223,No,M,Bachelors,Professional,24,Private,11880,1,Pickup,No,0,0,No,0,2058,8,Yes,Urban
317314544,0,12/2/1971,27,2,11,68493,Yes,217494,No,M,Bachelors,Blue Collar,22,Commercial,20180,1,Van,No,0,0,No,0,1958,5,Yes,Urban
728230622,0,4/6/1943,56,0,12,278,No,91930,Yes,F,High School,Student,58,Commercial,26150,1,Pickup,No,49641,2,No,0,0,8,No,Urban
297255585,0,10/18/1951,48,0,8,137411,No,391680,No,M,Bachelors,Blue Collar,22,Commercial,11940,10,Pickup,Yes,0,0,No,0,0,4,No,Urban
849850677,0,3/21/1952,47,0,55,44963,No,160317,Yes,M,Masters,Lawyer,33,Private,11610,5,Minivan,Yes,0,0,No,5,0,14,No,Rural
779818728,0,6/6/1961,38,0,10,28409,No,0,No,M,High School,Clerical,27,Commercial,8140,10,Pickup,Yes,0,0,No,1,0,7,No,Rural
609195177,0,11/6/1972,27,3,9,69794,Yes,0,No,F,Bachelors,Professional,24,Private,14660,4,SUV,No,2848,1,No,3,4313,6,Yes,Urban
992004739,0,10/17/1966,33,1,11,25544,Yes,0,No,F,High School,Blue Collar,29,Private,4050,1,Sports Car,No,3971,2,No,0,1736,1,Yes,Urban
126864927,1,8/23/1957,42,2,15,85408,No,274402,Yes,F,High School,Blue Collar,32,Commercial,20170,10,Minivan,No,697,2,No,0,4257,8,Yes,Urban
271625863,0,10/19/1944,55,0,11,3865,No,0,No,F,High School,Home Maker,27,Private,16600,1,SUV,No,6089,2,Yes,0,3492,1,Yes,Urban
632172083,0,6/30/1949,50,0,13,94589,No,276150,Yes,M,High School,Blue Collar,8,Private,6500,11,Minivan,No,0,0,No,2,1413,1,Yes,Urban
474066345,0,11/7/1951,48,0,10,116063,No,346587,No,M,Bachelors,Manager,48,Commercial,8370,6,Pickup,Yes,0,0,No,1,0,8,No,Urban
756075815,0,6/3/1966,33,1,0,0,No,99663,Yes,F,High School,Home Maker,41,Private,11980,1,SUV,No,0,0,No,0,0,9,No,Rural
845009116,0,7/2/1946,53,0,12,16536,No,133204,Yes,F,Bachelors,Home Maker,24,Private,3150,3,SUV,No,1335,2,No,0,0,6,No,Urban
270187595,0,2/8/1941,58,0,0,0,No,111793,Yes,F,Bachelors,Home Maker,29,Private,8650,4,SUV,No,5240,4,No,0,0,12,No,Urban
399237836,0,1/10/1956,43,0,7,58112,No,0,No,M,Bachelors,Clerical,34,Private,1500,4,Minivan,Yes,0,0,No,2,0,11,No,Rural
641381483,0,10/26/1950,49,0,12,66972,No,0,No,M,High School,Professional,17,Private,24760,10,Minivan,Yes,6813,5,No,0,0,8,No,Urban
939976071,0,12/7/1958,40,2,13,50537,No,193855,Yes,F,High School,Blue Collar,39,Commercial,28960,1,Van,No,1613,1,No,2,1036,8,Yes,Urban
143078256,0,6/5/1945,54,0,12,65298,No,213225,Yes,F,High School,Clerical,5,Private,8030,17,SUV,No,4528,3,No,5,3722,1,Yes,Urban
450249244,0,8/28/1961,38,2,11,282292,Yes,0,No,M,PhD,Lawyer,40,Private,33530,4,Minivan,No,0,0,No,4,0,17,No,Rural
437006760,0,9/29/1950,49,0,13,83569,No,249804,Yes,M,Bachelors,Manager,23,Private,6500,1,Pickup,No,44932,1,Yes,0,0,7,No,Urban
92890623,1,2/2/1962,37,2,9,54349,No,212419,Yes,F,High School,Manager,28,Private,10630,13,SUV,No,1381,1,No,4,0,11,No,Urban
366520317,0,8/8/1972,27,4,13,50139,No,167990,Yes,F,High School,Blue Collar,22,Private,9210,1,SUV,No,1271,2,No,3,1842,1,Yes,Urban
958078219,0,12/17/1950,48,0,14,74597,No,300560,Yes,M,Bachelors,Blue Collar,25,Commercial,15730,4,Minivan,No,0,0,No,0,0,1,No,Rural
611621243,1,8/7/1961,38,2,13,15755,No,112616,Yes,F,High School,Blue Collar,32,Commercial,14440,4,Minivan,No,1413,1,No,0,0,1,No,Rural
758151663,0,2/5/1955,44,2,7,20324,No,147038,Yes,F,High School,Clerical,20,Private,10280,1,Sports Car,No,0,0,No,0,0,1,No,Rural
788829442,0,4/8/1953,46,0,12,5420,No,0,No,M,High School,Student,29,Private,12780,1,Minivan,No,0,0,No,3,0,5,No,Rural
163220080,0,3/4/1949,50,0,11,109786,No,348666,Yes,F,High School,Professional,35,Private,9440,1,Minivan,No,0,0,No,0,0,8,No,Urban
405299333,2,9/13/1962,37,3,11,159092,No,382687,Yes,M,Bachelors,Blue Collar,29,Private,15050,6,Minivan,Yes,1927,3,No,0,0,8,No,Rural
665180201,0,4/6/1975,24,1,13,23109,No,93445,Yes,F,Bachelors,Clerical,34,Private,6210,14,SUV,Yes,5876,1,No,2,0,13,No,Urban
773942917,0,5/31/1962,37,0,6,53895,No,161774,Yes,M,Bachelors,Clerical,44,Commercial,11250,17,Pickup,No,0,0,No,0,5636,11,Yes,Urban
394138480,0,11/8/1956,43,2,12,60973,Yes,0,No,F,Bachelors,Blue Collar,56,Commercial,5800,1,Sports Car,No,0,0,Yes,1,3414,8,Yes,Urban
554270628,0,11/20/1962,36,0,10,85731,No,0,No,F,Bachelors,Blue Collar,13,Commercial,21660,10,Pickup,No,4002,2,No,1,7161,3,Yes,Urban
814013916,0,3/13/1949,50,0,12,34703,No,162958,No,M,High School,Blue Collar,31,Commercial,9970,10,Minivan,No,651,3,No,2,0,6,No,Urban
178129665,0,11/20/1951,47,0,0,0,No,0,Yes,M,High School,Student,35,Commercial,11610,7,Pickup,Yes,19545,1,Yes,0,26305,1,Yes,Rural
997699984,1,11/15/1957,42,2,11,14166,Yes,0,No,F,High School,Student,36,Private,23280,6,Minivan,No,0,0,No,3,5717,5,Yes,Urban
711084452,0,6/24/1955,44,2,9,66069,Yes,0,No,M,Bachelors,Manager,19,Commercial,22700,9,Panel Truck,Yes,5117,2,No,3,0,12,No,Urban
443183800,0,12/12/1939,59,0,0,0,No,113739,Yes,F,Bachelors,Home Maker,52,Private,11480,10,SUV,No,0,0,Yes,2,0,12,No,Rural
710203983,0,10/5/1959,40,2,15,36846,No,138850,Yes,M,PhD,Manager,65,Private,9180,7,Pickup,No,2743,1,No,3,0,1,No,Urban
88627202,0,5/31/1968,31,2,0,0,No,0,Yes,F,High School,Student,48,Private,7740,4,Sports Car,No,7323,1,No,7,4306,1,Yes,Urban
534426680,0,9/8/1959,40,0,11,164807,No,0,No,M,PhD,Doctor,22,Private,5500,1,Pickup,Yes,0,0,No,0,0,17,No,Urban
585452998,2,3/15/1963,36,2,0,0,No,110346,Yes,F,High School,Home Maker,28,Private,5100,4,Minivan,No,39425,3,Yes,1,1813,9,Yes,Urban
323105809,0,2/7/1945,54,0,12,77267,No,0,No,F,Bachelors,Manager,14,Private,14630,1,SUV,No,8395,2,No,0,0,9,No,Urban
527138960,0,8/3/1941,58,0,0,0,No,0,Yes,M,High School,Student,29,Commercial,7300,4,Pickup,Yes,3485,3,No,8,0,1,No,Rural
726634120,0,5/31/1960,39,0,0,0,No,0,No,F,High School,Student,53,Commercial,5500,1,Sports Car,No,0,0,No,0,0,8,No,Rural
983129972,0,9/15/1953,46,0,12,3929,No,69208,Yes,F,PhD,Home Maker,56,Private,1500,6,SUV,No,0,0,No,2,0,18,No,Rural
640966006,0,12/24/1966,32,4,14,2270,No,0,Yes,M,High School,Student,41,Private,1730,1,Minivan,Yes,0,0,Yes,1,0,8,No,Urban
214040951,1,11/20/1941,57,2,0,0,No,0,Yes,M,High School,Student,29,Private,9240,1,Pickup,Yes,8336,2,Yes,5,2463,1,Yes,Urban
698704491,0,7/21/1952,47,0,15,91221,No,263877,Yes,F,Bachelors,Blue Collar,31,Commercial,1500,4,Sports Car,No,5385,2,No,2,465,7,Yes,Urban
344781057,0,6/4/1955,44,2,12,6035,Yes,0,No,M,High School,Student,29,Private,6500,10,Pickup,Yes,23949,1,Yes,6,0,1,No,Urban
790738376,1,3/25/1953,46,0,8,109874,No,319629,Yes,M,Bachelors,Blue Collar,72,Private,19450,6,SUV,No,0,0,No,2,0,6,No,Urban
236044172,0,3/9/1956,43,2,7,33703,No,87190,Yes,F,PhD,Home Maker,5,Private,19010,1,SUV,No,1159,3,No,0,0,9,No,Urban
18197959,0,2/7/1947,52,0,11,12363,No,0,Yes,M,High School,Clerical,42,Private,2740,13,Minivan,No,0,0,Yes,0,0,1,No,Urban
853551610,0,12/18/1947,51,0,10,8900,No,80818,Yes,F,High School,Home Maker,65,Private,11600,1,Minivan,No,0,0,No,1,0,1,No,Rural
962365648,0,10/13/1952,47,0,12,47235,No,205801,No,M,High School,Blue Collar,27,Private,10920,4,Pickup,Yes,9933,2,No,2,3354,1,Yes,Urban
416746837,0,1/7/1947,52,0,10,27019,No,142929,No,F,Bachelors,Professional,59,Private,9400,16,Sports Car,No,0,0,No,1,0,13,No,Rural
846741025,0,8/14/1965,34,2,0,0,Yes,0,No,F,High School,Student,22,Private,11520,9,SUV,No,0,0,Yes,0,0,9,No,Urban
316861921,0,4/18/1958,41,0,10,198600,No,460196,Yes,F,PhD,Manager,5,Private,19480,6,SUV,No,0,0,No,2,0,12,No,Urban
489794163,0,12/4/1950,48,0,10,7302,No,0,No,F,High School,Student,27,Private,7030,10,SUV,No,3564,1,No,3,5911,1,Yes,Urban
655100096,0,7/26/1932,67,0,15,2558,No,0,Yes,M,High School,Student,41,Commercial,1500,1,SUV,Yes,0,0,No,2,0,1,No,Urban
931284621,0,9/24/1956,43,0,14,30037,No,166871,Yes,M,High School,Blue Collar,5,Private,11920,3,Pickup,Yes,25664,3,Yes,3,0,1,No,Urban
568743363,0,11/3/1963,36,3,15,79457,Yes,213122,No,F,Bachelors,Professional,34,Private,5100,1,SUV,No,0,0,No,1,1368,8,Yes,Urban
470253509,0,9/9/1941,58,0,14,37991,No,0,No,F,High School,Manager,23,Private,14000,4,Sports Car,No,0,0,Yes,2,3998,1,Yes,Urban
779542452,0,8/5/1962,37,1,12,64020,Yes,0,No,F,Bachelors,Professional,42,Private,15620,4,Minivan,No,0,0,No,1,0,10,No,Urban
307096281,0,1/24/1955,44,0,11,108412,No,0,No,M,PhD,Doctor,47,Private,1500,1,Minivan,No,7859,1,No,0,0,18,No,Urban
279632339,0,6/5/1948,51,0,7,94082,No,255867,Yes,M,Bachelors,Manager,57,Private,15140,9,Minivan,Yes,0,0,No,2,0,9,No,Urban
427768498,0,1/11/1971,28,2,9,54005,No,164212,Yes,F,Bachelors,Blue Collar,46,Commercial,1500,1,Sports Car,No,0,0,No,0,0,7,No,Rural
141743339,0,3/15/1949,50,0,12,26748,No,122059,No,M,High School,Blue Collar,25,Commercial,31770,6,Panel Truck,No,7808,3,No,2,0,6,No,Urban
255731304,0,11/23/1946,52,0,15,88691,No,279497,Yes,M,Bachelors,Blue Collar,40,Private,18200,4,Van,Yes,1261,4,No,2,0,10,No,Urban
183697567,0,7/17/1958,41,0,13,104652,No,277713,Yes,M,Masters,Professional,25,Commercial,24660,9,Panel Truck,Yes,0,0,No,0,0,9,No,Urban
887149425,0,11/16/1957,42,3,10,89052,No,213519,Yes,F,Bachelors,Blue Collar,12,Commercial,15550,10,SUV,No,0,0,No,0,0,6,No,Rural
539729665,0,1/24/1962,37,2,13,133335,Yes,0,No,F,Bachelors,Blue Collar,15,Commercial,21740,1,SUV,No,975,2,No,6,3854,13,Yes,Urban
214040951,1,11/20/1940,58,2,17,3272,No,0,Yes,M,High School,Student,42,Private,7200,1,Minivan,Yes,5086,2,No,2,3231,5,Yes,Urban
954212606,0,7/9/1967,32,2,15,77222,No,0,Yes,M,High School,Professional,36,Private,12420,4,Minivan,No,0,0,No,2,0,9,No,Rural
968418547,0,12/7/1960,38,2,14,58833,No,193644,Yes,M,Bachelors,Blue Collar,41,Commercial,17680,1,Van,Yes,0,0,Yes,2,4611,10,Yes,Urban
895147164,1,2/13/1957,42,2,10,32526,No,165588,Yes,F,High School,Clerical,38,Private,20150,1,Pickup,No,0,0,No,0,0,5,No,Urban
989577620,1,8/29/1955,44,2,14,13587,No,130260,Yes,F,High School,Home Maker,43,Private,7260,6,Sports Car,No,0,0,No,0,0,6,No,Rural
